,Make,Model,Year,Variant,Kms,Price,Doors,Kind,Location
3019,Ford,ecosport,2012,1.6 My10 Xl Plus Mp3 4x2,88000,218000,5.0,suv,Capital Federal
3020,Ford,ka,2013,1.0 Fly Viral 63cv,43000,150000,3.0,hatchback,Bs.as. G.b.a. Oeste
3021,Ford,ecosport,2012,2.0 My10 Xls 4x2,40000,257999,5.0,suv,Capital Federal
3022,Volkswagen,bora,2011,2.0 Trendline 115cv,74500,205000,4.0,sedan,Capital Federal
3023,Ford,ecosport,2012,1.6 Se 110cv 4x2,100000,270000,5.0,suv,Capital Federal
3024,Ford,fiesta_kinetic_design,2018,1.6 Se Plus Powershift 120cv,7000,460000,5.0,hatchback,Bs.as. G.b.a. Norte
3025,Volkswagen,fox,2012,1.6 Highline,128000,240000,5.0,hatchback,Buenos Aires Interior
3026,Volkswagen,suran,2013,1.6 Highline 101cv,53000,275000,5.0,minivan,Capital Federal
3027,Volkswagen,golf,2016,1.4 Comfortline Tsi Dsg,23000,499000,5.0,hatchback,Córdoba
3028,Ford,focus_ii,2011,2.0 Exe Sedan Trend Plus,130000,210000,4.0,sedan,Bs.as. G.b.a. Sur
3029,Ford,focus_ii,2011,1.6 Exe Sedan Trend Sigma,87000,209500,4.0,sedan,Bs.as. G.b.a. Sur
3030,Ford,ecosport,2013,2.0 Titanium 143cv 4x2,50000,360000,5.0,suv,Bs.as. G.b.a. Norte
3031,Volkswagen,amarok,2013,2.0 Cd Tdi 4x2 Highline Pack C33,56000,580000,4.0,pick_up,Bs.as. G.b.a. Sur
3032,Ford,focus_iii,2016,2.0 Sedan Se Plus Mt,45000,490000,4.0,sedan,Bs.as. G.b.a. Sur
3033,Ford,fiesta_kinetic_design,2017,1.6 S Plus,21000,350000,5.0,hatchback,Bs.as. G.b.a. Sur
3034,Ford,focus_iii,2015,2.0 Se,37500,410000,5.0,hatchback,Bs.as. G.b.a. Norte
3035,Volkswagen,fox,2014,1.6 Confortline Pack,55000,249000,5.0,hatchback,Corrientes
3036,Ford,fiesta_kinetic_design,2014,1.6 S Plus 120cv,27300,310000,5.0,hatchback,Capital Federal
3037,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x2 Highline C33,156000,420000,4.0,pick_up,Córdoba
3038,Ford,ranger,2015,3.2 Cd 4x2 Xlt Tdci 200cv,94100,620000,4.0,pick_up,Buenos Aires Interior
3039,Volkswagen,gol_trend,2016,1.6 Trendline 101cv 3p,24000,250000,3.0,hatchback,Bs.as. G.b.a. Sur
3040,Honda,civic,2013,1.8 Exs At 140cv,50000,428900,4.0,sedan,Capital Federal
3041,Ford,ranger,2015,3.2 Cd 4x2 Xlt At Tdci 200cv,85000,650000,4.0,pick_up,Córdoba
3042,Volkswagen,polo,2016,1.6 Comfortline Tiptronic,40000,348000,4.0,hatchback,Bs.as. G.b.a. Norte
3043,Volkswagen,bora,2011,1.8 Highline T 180cv,96000,285000,4.0,sedan,Bs.as. G.b.a. Norte
3044,Volkswagen,gol_trend,2013,1.6 Pack Ii 101cv 3p,55000,219900,3.0,hatchback,Capital Federal
3045,Volkswagen,bora,2011,1.8 Highline T 180cv,64000,295000,4.0,sedan,Bs.as. G.b.a. Oeste
3046,Ford,kuga,2013,1.6 Sel 6mt Fwd T 150 Cv,41800,480000,5.0,suv,Bs.as. Costa Atlántica
3047,Honda,cr_v,2011,2.4 Ex At 4wd (mexico),140000,455000,5.0,suv,Bs.as. G.b.a. Norte
3048,Ford,ranger,2011,3.0 Cd Xl Plus 4x2,170100,380000,2.0,pick_up,Mendoza
3049,Honda,civic,2014,1.8 Exs Mt 140cv,41000,400000,4.0,sedan,Buenos Aires Interior
3050,Volkswagen,scirocco,2015,1.4 Tsi 160cv,20000,699000,2.0,coupe,Tucumán
3051,Ford,ecosport,2016,1.6 S 110cv 4x2,23450,450000,5.0,suv,Corrientes
3052,Volkswagen,gol_trend,2016,1.6 Trendline 101cv,16000,249900,5.0,hatchback,Capital Federal
3053,Ford,mondeo,2014,2.3 Ghia L 161cv At,90000,394000,4.0,sedan,Bs.as. G.b.a. Oeste
3054,Volkswagen,gol,2013,1.4 Power 83cv 3 p,54000,170000,3.0,hatchback,Bs.as. G.b.a. Sur
3055,Volkswagen,vento,2011,2.5 Luxury 170cv Tiptronic,100000,314000,4.0,sedan,Capital Federal
3056,Volkswagen,gol_trend,2011,1.6 Pack Iii 101cv,77000,220000,5.0,hatchback,Capital Federal
3057,Honda,civic,2014,1.8 Exs Mt 140cv,61000,370000,4.0,sedan,Bs.as. G.b.a. Sur
3058,Volkswagen,gol_trend,2015,1.6 Trendline 101cv 3p,82000,216000,3.0,hatchback,Córdoba
3059,Ford,focus_iii,2014,2.0 Sedan Se,60000,380000,4.0,sedan,Bs.as. G.b.a. Oeste
3060,Ford,ka,2012,1.6 Fly Viral 95cv,89000,140000,3.0,hatchback,Bs.as. G.b.a. Sur
3061,Volkswagen,gol,2014,1.4 Power Ps+ac 83cv,45000,180000,5.0,hatchback,Buenos Aires Interior
3062,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,67000,259900,5.0,hatchback,Capital Federal
3063,Volkswagen,amarok,2016,2.0 Cd Tdi 180cv 4x4 Highline Pack At,32500,800000,4.0,pick_up,Bs.as. G.b.a. Sur
3064,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x2 Trendline B33,150000,600000,4.0,pick_up,Mendoza
3065,Volkswagen,gol_trend,2014,1.6 Pack I 101cv 3p,64000,185000,3.0,hatchback,Capital Federal
3066,Volkswagen,voyage,2013,1.6 Comfortline 101cv,100000,180000,4.0,sedan,Capital Federal
3067,Ford,focus_iii,2014,2.0 Titanium Mt,83500,370000,5.0,hatchback,Bs.as. G.b.a. Sur
3068,Volkswagen,vento,2012,2.5 Luxury 170cv,39000,365000,4.0,sedan,Bs.as. G.b.a. Norte
3069,Volkswagen,gol_country,2012,1.4 Power (aa+dh) 83cv,78000,135000,5.0,rural,Capital Federal
3070,Ford,focus_iii,2016,2.0 Sedan Se Plus Mt,32000,455000,4.0,sedan,Bs.as. G.b.a. Norte
3071,Volkswagen,gol_trend,2015,1.6 Highline 101cv 3p,32000,230000,3.0,hatchback,Bs.as. G.b.a. Norte
3072,Ford,fiesta_kinetic_design,2018,1.6 Se 120cv,22000,485000,5.0,hatchback,Capital Federal
3073,Ford,fiesta_kinetic_design,2013,1.6 Titanium 120cv,112000,290000,5.0,hatchback,Bs.as. G.b.a. Sur
3074,Ford,ecosport,2011,2.0 My10 Xlt Plus 4x2,90000,225000,5.0,suv,Capital Federal
3075,Ford,ecosport,2013,1.6 Titanium 110cv 4x2,60000,389000,5.0,suv,Bs.as. G.b.a. Norte
3076,Ford,ecosport,2016,1.6 Se 110cv 4x2,38000,430000,5.0,suv,Córdoba
3077,Volkswagen,amarok,2014,2.0 Cd Tdi 180cv 4x4 Trendline B34,110000,725000,4.0,pick_up,Bs.as. G.b.a. Oeste
3078,Ford,kuga,2011,2.5 Trend Mt 4x4 (ku01/ku04),105000,380000,5.0,suv,Bs.as. Costa Atlántica
3079,Volkswagen,amarok,2016,2.0 Cd Tdi 180cv 4x2 Trendline,49900,629990,4.0,pick_up,Capital Federal
3080,Ford,ecosport,2016,1.6 S 110cv 4x2,38000,320000,5.0,suv,Bs.as. G.b.a. Oeste
3081,Ford,focus_iii,2014,1.6 Sedan S,70500,355950,4.0,sedan,Santa Fe
3082,Volkswagen,vento,2013,2.5 Luxury 170cv,90000,300000,4.0,sedan,Santa Fe
3083,Volkswagen,gol,2013,1.4 Power Ps+ac 83cv,77000,160000,5.0,hatchback,Mendoza
3084,Volkswagen,tiguan,2011,2.0 Sport & Style Tsi 200cv,130000,429000,5.0,suv,Capital Federal
3085,Ford,ecosport,2014,1.6 Se 110cv 4x2,27000,370000,5.0,suv,Bs.as. G.b.a. Sur
3086,Volkswagen,golf,2015,1.6 Trendline,70000,350000,5.0,hatchback,Bs.as. G.b.a. Sur
3087,Ford,ka,2011,1.6 Pulse Top 95cv,81000,130000,3.0,hatchback,Santiago Del Estero
3088,Volkswagen,bora,2011,1.8 Highline T 180cv,68000,297800,4.0,sedan,Capital Federal
3089,Volkswagen,amarok,2014,2.0 Cs Tdi 140cv 4x2 Startline,70000,438000,2.0,pick_up,Bs.as. G.b.a. Sur
3090,Volkswagen,amarok,2013,2.0 Cd Tdi 140cv 4x4 Startline,139000,540000,4.0,pick_up,Bs.as. G.b.a. Norte
3091,Volkswagen,gol_trend,2014,1.6 Pack Iii 101cv,19900,220000,5.0,hatchback,Capital Federal
3092,Volkswagen,amarok,2013,2.0 Cs Tdi 140cv 4x4 Startline,95000,460000,2.0,pick_up,Buenos Aires Interior
3093,Ford,ranger,2014,3.2 Cd 4x4 Limited Tdci 200cv At,60000,700000,4.0,pick_up,Bs.as. G.b.a. Sur
3094,Volkswagen,vento,2015,2.5 Luxury 170cv,38000,439000,4.0,sedan,Bs.as. G.b.a. Sur
3095,Ford,focus_ii,2012,2.0 Exe Sedan Trend Plus,70000,290000,4.0,sedan,Capital Federal
3096,Ford,ranger,2016,3.2 Cd 4x4 Xlt Tdci 200cv At,58000,790000,4.0,pick_up,Bs.as. G.b.a. Oeste
3097,Volkswagen,amarok,2013,2.0 Cd Tdi 4x4 Highline Pack At C34,123000,649000,4.0,pick_up,Mendoza
3098,Volkswagen,vento,2011,2.5 Luxury 170cv,90000,330000,4.0,sedan,Bs.as. G.b.a. Sur
3099,Ford,fiesta_kinetic_design,2015,1.6 Se Plus 120cv,32616,353000,5.0,hatchback,Santa Fe
3100,Volkswagen,suran,2012,1.6 Highline 101cv 11c,83000,235000,5.0,minivan,Buenos Aires Interior
3101,Ford,mondeo,2012,2.0 Titanium Gi Ecoboost 240cv At,120000,410000,4.0,sedan,Bs.as. G.b.a. Oeste
3102,Volkswagen,gol_trend,2014,1.6 Pack I 101cv 3p,50000,210000,3.0,hatchback,Bs.as. G.b.a. Oeste
3103,Ford,ranger,2016,2.2 Cs 4x4 Xl Safety Tdci 125cv,22000,690000,2.0,pick_up,Bs.as. G.b.a. Sur
3104,Ford,ranger,2017,3.2 Cd Xls Tdci 200cv Automática,12500,799000,4.0,pick_up,Bs.as. G.b.a. Oeste
3105,Volkswagen,vento,2012,2.5 Luxury 170cv,112000,290000,4.0,sedan,Bs.as. G.b.a. Oeste
3106,Volkswagen,vento,2011,2.0 Sportline Tsi 200cv,75000,400000,4.0,sedan,Capital Federal
3107,Volkswagen,bora,2012,1.8 Highline T Tiptronic Cuero,88000,313000,4.0,sedan,Capital Federal
3108,Volkswagen,gol,2012,1.4 Power Ps+ac 83cv,89000,160000,5.0,hatchback,Bs.as. G.b.a. Sur
3109,Volkswagen,suran,2014,1.6 Comfortline 101cv,94000,215000,5.0,minivan,Bs.as. G.b.a. Norte
3110,Volkswagen,gol_trend,2014,1.6 Pack Iii 101cv,65000,265000,5.0,hatchback,Bs.as. Costa Atlántica
3111,Ford,focus_iii,2015,2.0 Se,13260,470000,5.0,hatchback,Bs.as. G.b.a. Sur
3112,Volkswagen,amarok,2014,2.0 Cd Tdi 4x4 Highline Pack At C34,88000,720000,4.0,pick_up,Tucumán
3113,Ford,ecosport,2014,1.6 Se 110cv 4x2,63000,320000,5.0,suv,Córdoba
3114,Volkswagen,amarok,2011,2.0 Cd Tdi 4x4 Highline Pack 1hp,130000,590000,4.0,pick_up,Bs.as. G.b.a. Norte
3115,Volkswagen,golf,2015,1.4 Highline Tsi Dsg,80000,650000,5.0,hatchback,Bs.as. G.b.a. Norte
3116,Ford,focus_ii,2013,2.0 Exe Sedan Trend,96000,290000,4.0,sedan,Santa Fe
3117,Volkswagen,gol_trend,2011,1.6 Pack I 101cv,87000,165000,5.0,hatchback,Bs.as. G.b.a. Oeste
3118,Honda,city,2014,1.5 Ex-l At 120cv,70325,295000,4.0,sedan,Bs.as. G.b.a. Oeste
3119,Mercedes Benz,clase_c,2012,1.8 C200 Avantgarde B.efficiency At,98000,620000,4.0,sedan,Bs.as. G.b.a. Oeste
3120,Mercedes Benz,clase_a,2017,1.6 A200 Urban 156cv,8000,38500,5.0,hatchback,Córdoba
3121,Honda,cr_v,2013,2.4 Lx 2wd 185cv At,85000,525000,5.0,suv,Bs.as. G.b.a. Oeste
3122,Ford,ranger,2017,2.2 Cd Xl Tdci 150cv 4x4,11500,720000,2.0,pick_up,Capital Federal
3123,Ford,ka,2012,1.6 Fly Viral 95cv,104000,170000,3.0,hatchback,Bs.as. G.b.a. Norte
3124,Volkswagen,vento,2014,2.0 Sportline Tsi 200cv,70000,400000,4.0,sedan,Mendoza
3125,Volkswagen,voyage,2017,1.6 Trenline 101cv,19000,305000,4.0,sedan,Bs.as. G.b.a. Oeste
3126,Honda,hr_v,2017,1.8 Ex-l 2wd Cvt,40000,830000,5.0,suv,Bs.as. G.b.a. Sur
3127,Volkswagen,vento,2015,2.0 Advance 115cv,59000,420000,4.0,sedan,Bs.as. G.b.a. Norte
3128,Volkswagen,suran,2013,1.6 Trendline 11b,90000,245000,5.0,minivan,Mendoza
3129,Volkswagen,gol_trend,2014,1.6 Trendline 101cv,67600,195000,5.0,hatchback,Córdoba
3130,Volkswagen,gol_trend,2013,1.6 Pack I 101cv 3p,65000,210000,3.0,hatchback,Bs.as. G.b.a. Sur
3131,Volkswagen,suran,2011,1.6 Comfortline 101cv 11a,150000,175000,5.0,minivan,Córdoba
3132,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x4 Trendline 1t0,170000,480000,4.0,pick_up,Bs.as. G.b.a. Norte
3133,Ford,ranger,2013,3.2 Cd 4x4 Limited Tdci 200cv At,140000,590000,4.0,pick_up,Bs.as. G.b.a. Oeste
3134,Volkswagen,up!,2015,1.0 White Up 75cv,39000,270000,5.0,hatchback,Bs.as. G.b.a. Oeste
3135,Ford,ecosport,2014,1.6 Se 110cv 4x2,58000,329500,5.0,suv,Capital Federal
3136,Ford,focus_ii,2013,2.0 Trend Plus,92000,240000,5.0,hatchback,Bs.as. G.b.a. Sur
3137,Mercedes Benz,clase_b,2014,1.6 B200 City 156cv W246,41447,20000,5.0,minivan,Capital Federal
3138,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,78000,279000,5.0,hatchback,Capital Federal
3139,Volkswagen,amarok,2012,2.0 Cd Tdi 4x4 Highline Pack At C34,110000,650000,4.0,pick_up,Santa Fe
3140,Volkswagen,amarok,2015,2.0 Cd Tdi 180cv 4x2 Highline C33,43000,750000,4.0,pick_up,Bs.as. G.b.a. Norte
3141,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,60000,280000,5.0,hatchback,Capital Federal
3142,Ford,fiesta_kinetic_design,2013,1.6 Titanium 120cv,54000,300000,5.0,hatchback,Bs.as. G.b.a. Norte
3143,Volkswagen,vento,2015,2.5 Advance Plus 170cv,86000,389900,4.0,sedan,Bs.as. G.b.a. Norte
3144,Volkswagen,amarok,2016,2.0 Cd Tdi 180cv 4x2 Highline Pack,14200,740000,4.0,pick_up,Chaco
3145,Volkswagen,amarok,2015,2.0 Cd Tdi 4x2 Highline Pack At C34,120648,699000,4.0,pick_up,Buenos Aires Interior
3146,Volkswagen,amarok,2011,2.0 Cd Tdi 122cv 4x4 Startline St9,150000,495000,4.0,pick_up,Capital Federal
3147,Ford,focus_ii,2012,2.0 Exe Sedan Trend Plus,67150,245000,4.0,sedan,Bs.as. G.b.a. Norte
3148,Volkswagen,fox,2011,1.6 Trendline,110000,219900,5.0,hatchback,Bs.as. G.b.a. Norte
3149,Volkswagen,the_beetle,2017,1.4 Design Dsg,30000,650000,3.0,hatchback,Neuquén
3150,Ford,focus_iii,2015,1.6 Sedan S,70000,350000,4.0,sedan,Bs.as. Costa Atlántica
3151,Ford,focus_ii,2013,1.6 Trend Sigma,53000,260000,5.0,hatchback,Bs.as. G.b.a. Oeste
3152,Ford,fiesta_kinetic_design,2014,1.6 Se Plus 120cv,75000,305000,5.0,hatchback,Bs.as. G.b.a. Norte
3153,Volkswagen,saveiro,2012,1.6 Ce 101cv Pack Electr. + Seg.,165000,190000,2.0,pick_up,Capital Federal
3154,Ford,ranger,2011,3.0 Cd Xls 4x2,165000,370000,2.0,pick_up,Río Negro
3155,Ford,ka,2012,1.0 Fly Viral 63cv,59000,158500,3.0,hatchback,Bs.as. G.b.a. Norte
3156,Mercedes Benz,clase_c,2012,1.8 C200 Avantgarde B.efficiency At,100000,580000,4.0,sedan,Córdoba
3157,Ford,ecosport,2013,1.6 S 110cv 4x2,52000,335000,5.0,suv,Buenos Aires Interior
3158,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,47000,235000,5.0,hatchback,Córdoba
3159,Ford,focus_ii,2011,1.6 Exe Sedan Trend Sigma,110000,255000,4.0,sedan,Capital Federal
3160,Ford,focus_ii,2012,1.6 Style Sigma,128000,225000,5.0,hatchback,Bs.as. G.b.a. Oeste
3161,Volkswagen,fox,2013,1.6 Confortline Saf,71000,220000,5.0,hatchback,Bs.as. G.b.a. Norte
3162,Mercedes Benz,clase_c,2012,1.8 C250 Avantgardesport B.eff At,72200,635000,4.0,sedan,Capital Federal
3163,Volkswagen,fox,2012,1.6 Highline Imotion,119000,245000,5.0,hatchback,Buenos Aires Interior
3164,Ford,ranger,2016,3.2 Cd 4x2 Xls Tdci 200cv,16000,650000,4.0,pick_up,Bs.as. G.b.a. Sur
3165,Volkswagen,voyage,2015,1.6 Comfortline 101cv Abcp Abs,78000,260000,4.0,sedan,Bs.as. G.b.a. Norte
3166,Volkswagen,vento,2016,2.0 Advance 115cv Summer Package,6000,460000,4.0,sedan,Bs.as. G.b.a. Sur
3167,Volkswagen,amarok,2012,2.0 Cd Tdi 180cv 4x2 Trendline B33,100000,420000,4.0,pick_up,Bs.as. G.b.a. Oeste
3168,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,123000,260000,5.0,hatchback,Bs.as. G.b.a. Norte
3169,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,72300,265000,5.0,hatchback,Bs.as. G.b.a. Oeste
3170,Volkswagen,bora,2013,2.0 Trendline 115cv,73000,300000,4.0,sedan,Capital Federal
3171,Volkswagen,amarok,2011,2.0 Cd Tdi 4x4 Highline Pack 1hp,145000,530000,4.0,pick_up,Córdoba
3172,Ford,fiesta_kinetic_design,2014,1.6 Se Plus 120cv,100000,250000,5.0,hatchback,Córdoba
3173,Volkswagen,suran,2013,1.6 Highline 101cv,119000,230000,5.0,minivan,Bs.as. G.b.a. Sur
3174,Ford,ranger,2017,2.2 Cd Xl Tdci 125cv 4x4,18300,698000,2.0,pick_up,Bs.as. G.b.a. Sur
3175,Volkswagen,gol_trend,2013,1.6 Pack I 101cv,89000,205000,5.0,hatchback,Bs.as. G.b.a. Norte
3176,Ford,focus_iii,2016,1.6 S,51000,370000,5.0,hatchback,Capital Federal
3177,Volkswagen,gol_trend,2011,1.6 Pack I 101cv,59000,198000,5.0,hatchback,Bs.as. Costa Atlántica
3178,Ford,fiesta,2014,1.6 Max One Ambiente Plus 98cv,86000,280000,4.0,sedan,Chaco
3179,Volkswagen,gol,2013,1.4 Power 83cv 5 p,123000,155000,5.0,hatchback,Bs.as. G.b.a. Norte
3180,Ford,ranger,2015,2.2 Cs 4x2 Xl Safety Tdci 125cv,54000,400000,2.0,pick_up,Salta
3181,Volkswagen,golf,2016,1.6 Trendline,42000,510000,5.0,hatchback,Bs.as. G.b.a. Sur
3182,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,100000,235000,5.0,hatchback,Buenos Aires Interior
3183,Volkswagen,fox,2011,1.6 Highline,70000,215000,5.0,hatchback,Mendoza
3184,Ford,focus_iii,2016,1.6 S,10265,440000,5.0,hatchback,Capital Federal
3185,Volkswagen,crossfox,2015,1.6 Highline,47000,320000,5.0,hatchback,Bs.as. G.b.a. Sur
3186,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,55000,300000,5.0,hatchback,Buenos Aires Interior
3187,Volkswagen,gol_trend,2012,1.6 Pack I 101cv,90000,170000,5.0,hatchback,Córdoba
3188,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,100000,245000,5.0,hatchback,Santa Fe
3189,Ford,fiesta_kinetic_design,2014,1.6 Titanium 120cv,55000,370000,5.0,hatchback,Bs.as. G.b.a. Sur
3190,Volkswagen,gol,2011,1.4 Power 83cv,60000,140000,3.0,hatchback,Tucumán
3191,Volkswagen,scirocco,2012,2.0 Tsi 211cv,47000,670000,2.0,coupe,Córdoba
3192,Volkswagen,vento_variant,2011,2.5 Advance 170cv,107000,290000,4.0,rural,Capital Federal
3193,Ford,focus_ii,2011,2.0 Trend Plus,117000,239900,5.0,hatchback,Bs.as. G.b.a. Sur
3194,Volkswagen,amarok,2015,2.0 Cd Tdi 140cv 4x2 Startline,69000,580000,4.0,pick_up,Río Negro
3195,Volkswagen,amarok,2015,2.0 Cs Tdi 140cv 4x2 Startline,61500,550000,2.0,pick_up,Corrientes
3196,Ford,fiesta_kinetic_design,2011,1.6 Design 120cv Titanium,89000,240000,5.0,hatchback,Santa Fe
3197,Volkswagen,bora,2012,1.8 Highline T 180cv,88600,265000,4.0,sedan,Buenos Aires Interior
3198,Ford,focus_iii,2015,2.0 Se Plus Mt,33000,495000,5.0,hatchback,Buenos Aires Interior
3199,Ford,ranger,2013,2.5 Cs 4x2 Xl Safety Ivct 166cv,118500,390000,2.0,pick_up,Córdoba
3200,Volkswagen,vento,2014,2.5 Luxury 170cv,90000,345000,4.0,sedan,Bs.as. G.b.a. Norte
3201,Volkswagen,suran,2013,1.6 Highline 101cv,106000,260000,5.0,minivan,Córdoba
3202,Volkswagen,vento,2012,2.5 Luxury 170cv Tiptronic,113000,300000,4.0,sedan,Bs.as. G.b.a. Oeste
3203,Volkswagen,scirocco,2012,2.0 Tsi 211cv,69000,610000,2.0,coupe,Bs.as. G.b.a. Oeste
3204,Ford,fiesta_kinetic_design,2014,1.6 S Plus 120cv,68000,240000,5.0,hatchback,Bs.as. G.b.a. Norte
3205,Volkswagen,suran,2015,1.6 Comfortline 101cv,20000,350000,5.0,minivan,Bs.as. G.b.a. Sur
3206,Volkswagen,amarok,2014,2.0 Cd Tdi 180cv 4x2 Trendline B33,95000,600000,4.0,pick_up,Corrientes
3207,Volkswagen,gol_trend,2012,1.6 Pack Ii 101cv,93500,170000,5.0,hatchback,Bs.as. G.b.a. Norte
3208,Honda,cr_v,2012,2.4 Lx 2wd 185cv At,124000,485000,5.0,suv,Buenos Aires Interior
3209,Ford,fiesta_kinetic_design,2015,1.6 S Plus 120cv,34500,269000,5.0,hatchback,Bs.as. G.b.a. Norte
3210,Volkswagen,golf_variant,2016,1.4 Comfortline Tsi,49907,549000,5.0,rural,Bs.as. G.b.a. Norte
3211,Volkswagen,amarok,2011,2.0 Cd Tdi 163cv 4x4 Highline 1h0,140000,550000,4.0,pick_up,Bs.as. Costa Atlántica
3212,Volkswagen,suran,2012,1.6 Trendline 11b,102000,250000,5.0,minivan,Capital Federal
3213,Volkswagen,voyage,2012,1.6 Comfortline 101cv,120000,173600,4.0,sedan,Bs.as. G.b.a. Oeste
3214,Volkswagen,vento,2013,2.0 Luxury I 140cv Dsg,115000,419000,4.0,sedan,Corrientes
3215,Mercedes Benz,clase_b,2013,1.6 B200 Sport 156cv W246,45000,520000,5.0,hatchback,Bs.as. G.b.a. Norte
3216,Ford,ranger,2013,3.2 Cd 4x4 Limited Tdci 200cv,136000,700000,4.0,pick_up,Córdoba
3217,Volkswagen,polo,2017,1.6 Comfortline,12000,330000,4.0,hatchback,Bs.as. G.b.a. Norte
3218,Volkswagen,saveiro,2018,1.6 Gp Cs 101cv Safety,12000,465000,2.0,pick_up,Córdoba
3219,Volkswagen,touareg,2012,3.0 V6 I Style 204cv,132000,980000,5.0,suv,Mendoza
3220,Ford,ka,2013,1.6 Fly Viral 95cv,76000,168100,3.0,hatchback,Capital Federal
3221,Volkswagen,scirocco,2014,2.0 Tsi 211cv C/techo Panoramico,40000,680000,2.0,coupe,Salta
3222,Ford,ecosport,2015,1.6 Titanium 110cv 4x2,43000,329300,5.0,suv,Bs.as. G.b.a. Norte
3223,Volkswagen,gol_trend,2013,1.6 Pack Ii 101cv 3p,60000,185000,3.0,hatchback,Capital Federal
3224,Ford,ecosport,2015,2.0 Titanium 143cv 4x2,50000,400000,5.0,suv,Corrientes
3225,Ford,ecosport,2015,1.6 Se 110cv 4x2,60000,395000,5.0,suv,Córdoba
3226,Ford,ka,2011,1.0 Fly 63cv,112000,155000,3.0,hatchback,Buenos Aires Interior
3227,Volkswagen,gol_trend,2011,1.6 Pack I 101cv,133000,179000,5.0,hatchback,Bs.as. G.b.a. Norte
3228,Ford,ranger,2015,3.2 Cd 4x4 Limited Tdci 200cv At,40700,880000,4.0,pick_up,Capital Federal
3229,Volkswagen,amarok,2015,2.0 Cd Tdi 4x2 Highline Pack At C34,98000,800000,4.0,pick_up,Córdoba
3230,Ford,ecosport,2015,1.6 Freestyle 110cv 4x2,54000,445000,5.0,suv,Mendoza
3231,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,81000,240000,5.0,hatchback,Bs.as. G.b.a. Oeste
3232,Honda,civic,2011,1.8 Lxs Mt,155000,235000,4.0,sedan,Mendoza
3233,Volkswagen,vento,2013,2.5 Luxury 170cv,106000,350000,4.0,sedan,Bs.as. G.b.a. Norte
3234,Ford,fiesta_kinetic_design,2012,1.6 Design 120cv Titanium,105000,300000,5.0,hatchback,Mendoza
3235,Ford,focus_iii,2016,2.0 Se Plus Mt,35000,450000,5.0,hatchback,Río Negro
3236,Volkswagen,vento,2011,2.5 Luxury 170cv Tiptronic,150000,260000,4.0,sedan,Buenos Aires Interior
3237,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,79000,315000,5.0,hatchback,Bs.as. G.b.a. Oeste
3238,Volkswagen,amarok,2013,2.0 Cd Tdi 180cv 4x4 Trendline B34,180000,490000,4.0,pick_up,Bs.as. G.b.a. Oeste
3239,Volkswagen,saveiro,2014,1.6 Gp Ce Pack Electr.+seg.+radio,60000,255000,2.0,pick_up,Buenos Aires Interior
3240,Mercedes Benz,clase_c,2013,1.8 C200 City Edition B.eff At,22000,27500,4.0,sedan,Capital Federal
3241,Volkswagen,bora,2011,2.0 Trendline 115cv Tiptronic,81000,265000,4.0,sedan,Bs.as. G.b.a. Sur
3242,Ford,ecosport,2011,2.0 My10 Xls 4x2,146000,245000,5.0,suv,Bs.as. G.b.a. Norte
3243,Mercedes Benz,clase_b,2013,1.6 B200 Sport 156cv W246,63000,510000,5.0,hatchback,Capital Federal
3244,Volkswagen,vento,2016,2.5 Luxury 170cv,25000,499000,4.0,sedan,Mendoza
3245,Ford,focus_ii,2011,1.6 Trend Sigma,90000,205000,5.0,hatchback,Bs.as. G.b.a. Norte
3246,Ford,fiesta_kinetic_design,2014,1.6 S Plus 120cv,54000,299800,5.0,hatchback,Capital Federal
3247,Ford,focus_iii,2015,2.0 Se,60000,355000,5.0,hatchback,Bs.as. G.b.a. Sur
3248,Volkswagen,gol_trend,2015,1.6 Highline 101cv 3p,67000,228000,3.0,hatchback,Bs.as. G.b.a. Oeste
3249,Volkswagen,vento,2013,2.5 Luxury 170cv,34500,380000,4.0,sedan,Capital Federal
3250,Volkswagen,gol_trend,2012,1.6 Pack I 101cv,60500,210000,5.0,hatchback,Capital Federal
3251,Ford,fiesta_kinetic_design,2013,1.6 Design 120cv Titanium,57000,285000,5.0,hatchback,Buenos Aires Interior
3252,Ford,ka,2013,1.6 Fly Viral 95cv,44500,165000,3.0,hatchback,Bs.as. Costa Atlántica
